time,seconds_elapsed,y,z,x
1761222046454365700,0.47936572265625,7.030950546264648,1.7640000581741333,0.0010500000789761543
1761222046464367000,0.4893671875,7.027050495147705,1.759950041770935,-0.0010500000789761543
1761222046484372200,0.509372314453125,7.029000282287598,1.7620500326156616,0
1761222046504381200,0.529381103515625,7.030950546264648,1.7640000581741333,0.0010500000789761543
1761222046524386000,0.549385986328125,7.027950286865234,1.7610000371932983,0
1761222046544382500,0.569382568359375,7.030050277709961,1.76295006275177,0
1761222046564374800,0.589374755859375,7.027050495147705,1.759950041770935,-0.0010500000789761543
1761222046584365600,0.609365478515625,7.029000282287598,1.7620500326156616,0
1761222046604352000,0.62935205078125,7.030950546264648,1.7640000581741333,0.0010500000789761543
1761222046624336600,0.649336669921875,7.027950286865234,1.7610000371932983,0
1761222046644326400,0.669326416015625,7.030050277709961,1.76295006275177,0
1761222046664317200,0.689317138671875,7.027050495147705,1.759950041770935,-0.0010500000789761543
1761222046684307700,0.7093076171875,7.029000282287598,1.7620500326156616,0
1761222046704302000,0.729302001953125,7.030950546264648,1.7640000581741333,0.0010500000789761543
1761222046724306400,0.749306396484375,7.027950286865234,1.7610000371932983,0
1761222046744316000,0.76931591796875,7.030050277709961,1.76295006275177,0
1761222046764323000,0.789322998046875,7.027050495147705,1.759950041770935,-0.0010500000789761543
1761222046784332800,0.809332763671875,7.029000282287598,1.7620500326156616,0
1761222046804342300,0.82934228515625,7.030950546264648,1.7640000581741333,0.0010500000789761543
1761222046824350500,0.8493505859375,7.027950286865234,1.7610000371932983,0
1761222046844354000,0.86935400390625,7.030050277709961,1.76295006275177,0
1761222046864356000,0.889356201171875,7.027050495147705,1.759950041770935,-0.0010500000789761543
1761222046884364800,0.90936474609375,7.029000282287598,1.7620500326156616,0
1761222046904378600,0.929378662109375,7.030950546264648,1.7640000581741333,0.0010500000789761543
1761222046924390000,0.949389892578125,7.027950286865234,1.7800500392913818,0
1761222046944401200,0.969401123046875,7.030050277709961,1.8199501037597656,0
1761222046964415500,0.98941552734375,7.027050495147705,1.8550500869750977,-0.0010500000789761543
1761222046984425500,1.009425537109375,7.029000282287598,2.5279500484466553,-1.3020000457763672
1761222047004429000,1.029428955078125,7.030950546264648,2.530050039291382,-1.3000500202178955
1761222047024435200,1.049435302734375,7.027950286865234,2.527050018310547,-1.3030500411987305
1761222047044448500,1.069448486328125,7.030050277709961,2.5290000438690186,-1.300950050354004
1761222047064456700,1.089456787109375,7.008000373840332,2.5260000228881836,-1.3039500713348389
1761222047084463400,1.10946337890625,6.9720001220703125,2.5279500484466553,-1.3020000457763672
1761222047104471800,1.129471923828125,6.955050468444824,2.530050039291382,-1.3000500202178955
1761222047124477700,1.149477783203125,6.95205020904541,2.527050018310547,-1.3030500411987305
1761222047144482300,1.169482421875,6.954000473022461,2.5290000438690186,-1.300950050354004
1761222047164491000,1.189490966796875,6.951000213623047,2.5260000228881836,-1.3039500713348389
1761222047184504600,1.209504638671875,6.952950477600098,2.5279500484466553,-1.3020000457763672
1761222047204516600,1.2295166015625,6.955050468444824,2.530050039291382,-1.3000500202178955
1761222047224523500,1.2495234375,6.95205020904541,2.527050018310547,-1.3030500411987305
1761222047244530200,1.2695302734375,6.954000473022461,2.5290000438690186,-1.300950050354004
1761222047264537900,1.289537841796875,6.951000213623047,2.5260000228881836,-1.3039500713348389
1761222047284543700,1.309543701171875,6.952950477600098,2.5279500484466553,-1.3020000457763672
1761222047304552000,1.329552001953125,6.955050468444824,2.530050039291382,-1.3000500202178955
1761222047324566500,1.34956640625,6.95205020904541,2.527050018310547,-1.3030500411987305
1761222047344582400,1.36958251953125,6.954000473022461,2.5290000438690186,-1.300950050354004
1761222047364594000,1.389593994140625,6.951000213623047,2.5260000228881836,-1.3039500713348389
1761222047384603600,1.409603759765625,6.952950477600098,2.5279500484466553,-1.3020000457763672
