time,seconds_elapsed,y,z,x
1761225174188477200,2.477477294921875,9.808950424194336,4.981950283050537,-0.7830000519752502
1761225174198492400,2.487492431640625,10.819950103759766,6.414000511169434,-0.7870500087738037
1761225174218521600,2.507521484375,10.840950965881348,6.435000419616699,0
1761225174238550000,2.527550048828125,9.808950424194336,5.595000267028809,0.0010500000789761543
1761225174258579200,2.5475791015625,8.176950454711914,4.6720499992370605,0
1761225174278611500,2.567611572265625,6.550950527191162,3.7549502849578857,0
1761225174298640600,2.587640625,4.939050197601318,2.7559502124786377,-0.0010500000789761543
1761225174318663000,2.607662841796875,4.2330002784729,1.9920001029968262,1.5510001182556152
1761225174338686500,2.6276865234375,3.4489500522613525,1.9939501285552979,1.5529500246047974
1761225174358713900,2.6477138671875,3.4270501136779785,1.990950107574463,1.549950122833252
1761225174378738700,2.66773876953125,2.7199501991271973,1.9930500984191895,1.533000111579895
1761225174398764300,2.687764404296875,2.698050022125244,1.165950059890747,0.8400000333786011
1761225174418788400,2.707788330078125,2.6620500087738037,0,0.8419500589370728
1761225174438806300,2.72780615234375,2.6640000343322754,0.0010500000789761543,0.8440500497817993
1761225174458832000,2.747831787109375,2.6800501346588135,0,0.8410500288009644
1761225174478858500,2.7678583984375,3.42900013923645,0,0.843000054359436
1761225174498885400,2.787885498046875,4.594950199127197,-0.0010500000789761543,0.8400000333786011
1761225174518909400,2.807909423828125,6.531000137329102,0,0.8419500589370728
1761225174538928400,2.827928466796875,8.008049964904785,0.9780000448226929,0.8440500497817993
1761225174558957000,2.84795703125,9.805950164794922,0.9750000238418579,0.8410500288009644
1761225174578988000,2.867988037109375,9.808050155639648,1.015950083732605,0.843000054359436
1761225174599012600,2.8880126953125,9.80505084991455,1.741050124168396,0.8400000333786011
1761225174619038700,2.908038818359375,9.807000160217285,1.7430000305175781,0.8419500589370728
1761225174639065000,2.928065185546875,9.808950424194336,1.7449500560760498,0.8440500497817993
1761225174659088100,2.948088134765625,8.235000610351562,1.7419500350952148,0.8410500288009644
1761225174679109400,2.968109375,7.183050155639648,1.7440500259399414,0.843000054359436
1761225174699132000,2.9881318359375,6.4519500732421875,0.9360000491142273,0.8400000333786011
1761225174719155700,3.00815576171875,6.415950298309326,0.9379500150680542,0.8419500589370728
1761225174739178200,3.02817822265625,6.379950523376465,0.9400500655174255,0.8440500497817993
1761225174759200800,3.04820068359375,6.376950263977051,0.9370500445365906,0.8410500288009644
1761225174779222300,3.06822216796875,6.379050254821777,0.9769500494003296,0.843000054359436
1761225174799245000,3.0882451171875,7.1419501304626465,1.741050124168396,0.8400000333786011
1761225174819271200,3.108271240234375,8.044050216674805,1.7430000305175781,0.8419500589370728
1761225174839298300,3.12829833984375,8.773950576782227,1.7449500560760498,0.8440500497817993
1761225174859324000,3.148323974609375,8.770950317382812,1.7419500350952148,0.8410500288009644
1761225174879351000,3.16835107421875,8.773050308227539,1.7440500259399414,0.8239500522613525
1761225174899378200,3.188378173828125,7.717050552368164,1.741050124168396,0.7830000519752502
1761225174919405800,3.20840576171875,7.009950160980225,1.7430000305175781,0
1761225174939432400,3.228432373046875,7.012050151824951,1.7449500560760498,0.0010500000789761543
1761225174959460600,3.248460693359375,6.990000247955322,1.7419500350952148,0
1761225174979489800,3.26848974609375,6.991950511932373,1.7440500259399414,0
1761225174999515100,3.28851513671875,6.988950252532959,1.741050124168396,-0.0010500000789761543
1761225175019541800,3.308541748046875,6.9910502433776855,1.7430000305175781,0
1761225175039566600,3.328566650390625,6.993000507354736,1.7449500560760498,0.0010500000789761543
1761225175059589600,3.348589599609375,6.990000247955322,1.7419500350952148,0
1761225175079615500,3.368615478515625,6.991950511932373,1.7440500259399414,0
1761225175099639000,3.38863916015625,6.988950252532959,1.741050124168396,-0.0010500000789761543
1761225175119663000,3.4086630859375,6.9910502433776855,1.7430000305175781,0
1761225175139683600,3.42868359375,6.993000507354736,1.7449500560760498,0.0010500000789761543
1761225175159707000,3.448706787109375,6.990000247955322,1.7419500350952148,0
1761225175179738600,3.468738525390625,6.991950511932373,1.7820000648498535,0
1761225175199762000,3.488761962890625,6.988950252532959,2.5260000228881836,-0.7680000066757202
1761225175219782000,3.508781982421875,6.9910502433776855,2.5279500484466553,-0.8040000200271606
1761225175239810800,3.528810791015625,6.993000507354736,2.530050039291382,-0.8400000333786011
1761225175259839000,3.5488388671875,6.990000247955322,2.527050018310547,-0.8620500564575195
1761225175279859500,3.568859375,6.991950511932373,2.5290000438690186,-0.859950065612793
1761225175299878100,3.588878173828125,6.988950252532959,2.5260000228881836,-0.8629500269889832
1761225175319897900,3.60889794921875,6.9910502433776855,2.5279500484466553,-0.8610000610351562
1761225175339923200,3.628923095703125,6.973950386047363,2.530050039291382,-0.8590500354766846
1761225175359950800,3.648950927734375,6.95205020904541,2.527050018310547,-0.8620500564575195
1761225175379972600,3.66897265625,6.954000473022461,2.5290000438690186,-0.859950065612793
1761225175399996700,3.68899658203125,6.951000213623047,2.5260000228881836,-0.8629500269889832
1761225175420022000,3.70902197265625,6.952950477600098,2.5279500484466553,-0.8610000610351562
1761225175440045000,3.729045166015625,6.955050468444824,2.530050039291382,-0.8590500354766846
1761225175460073700,3.74907373046875,6.95205020904541,2.527050018310547,-0.8620500564575195
1761225175480107800,3.769107666015625,6.954000473022461,2.5290000438690186,-0.859950065612793
1761225175500140800,3.789140869140625,6.951000213623047,2.5260000228881836,-0.8629500269889832
1761225175520165400,3.809165283203125,6.952950477600098,2.5279500484466553,-0.8610000610351562
