time,seconds_elapsed,y,z,x,activity
1761222046454365700,0.47936572265625,7.030950546264648,1.7640000581741333,0.0010500000789761,standing
1761222046464367000,0.4893671875,7.027050495147705,1.759950041770935,-0.0010500000789761,standing
1761222046484372200,0.509372314453125,7.029000282287598,1.7620500326156616,0.0,standing
1761222046504381200,0.529381103515625,7.030950546264648,1.7640000581741333,0.0010500000789761,standing
1761222046524386000,0.549385986328125,7.027950286865234,1.7610000371932983,0.0,standing
1761222046544382500,0.569382568359375,7.030050277709961,1.76295006275177,0.0,standing
1761222046564374800,0.589374755859375,7.027050495147705,1.759950041770935,-0.0010500000789761,standing
1761222046584365600,0.609365478515625,7.029000282287598,1.7620500326156616,0.0,standing
1761222046604352000,0.62935205078125,7.030950546264648,1.7640000581741333,0.0010500000789761,standing
1761222046624336600,0.649336669921875,7.027950286865234,1.7610000371932983,0.0,standing
1761222046644326400,0.669326416015625,7.030050277709961,1.76295006275177,0.0,standing
1761222046664317200,0.689317138671875,7.027050495147705,1.759950041770935,-0.0010500000789761,standing
1761222046684307700,0.7093076171875,7.029000282287598,1.7620500326156616,0.0,standing
1761222046704302000,0.729302001953125,7.030950546264648,1.7640000581741333,0.0010500000789761,standing
1761222046724306400,0.749306396484375,7.027950286865234,1.7610000371932983,0.0,standing
1761222046744316000,0.76931591796875,7.030050277709961,1.76295006275177,0.0,standing
1761222046764323000,0.789322998046875,7.027050495147705,1.759950041770935,-0.0010500000789761,standing
1761222046784332800,0.809332763671875,7.029000282287598,1.7620500326156616,0.0,standing
1761222046804342300,0.82934228515625,7.030950546264648,1.7640000581741333,0.0010500000789761,standing
1761222046824350500,0.8493505859375,7.027950286865234,1.7610000371932983,0.0,standing
1761222046844354000,0.86935400390625,7.030050277709961,1.76295006275177,0.0,standing
1761222046864356000,0.889356201171875,7.027050495147705,1.759950041770935,-0.0010500000789761,standing
1761222046884364800,0.90936474609375,7.029000282287598,1.7620500326156616,0.0,standing
1761222046904378600,0.929378662109375,7.030950546264648,1.7640000581741333,0.0010500000789761,standing
1761222046924390000,0.949389892578125,7.027950286865234,1.7800500392913818,0.0,standing
1761222046944401200,0.969401123046875,7.030050277709961,1.8199501037597656,0.0,standing
1761222046964415500,0.98941552734375,7.027050495147705,1.8550500869750977,-0.0010500000789761,standing
1761222046984425500,1.009425537109375,7.029000282287598,2.5279500484466553,-1.3020000457763672,standing
1761222047004429000,1.029428955078125,7.030950546264648,2.530050039291382,-1.3000500202178955,standing
1761222047024435200,1.049435302734375,7.027950286865234,2.527050018310547,-1.3030500411987305,standing
1761222047044448500,1.069448486328125,7.030050277709961,2.5290000438690186,-1.300950050354004,standing
1761222047064456700,1.089456787109375,7.008000373840332,2.5260000228881836,-1.3039500713348389,standing
1761222047084463400,1.10946337890625,6.9720001220703125,2.5279500484466553,-1.3020000457763672,standing
1761222047104471800,1.129471923828125,6.955050468444824,2.530050039291382,-1.3000500202178955,standing
1761222047124477700,1.149477783203125,6.95205020904541,2.527050018310547,-1.3030500411987305,standing
1761222047144482300,1.169482421875,6.954000473022461,2.5290000438690186,-1.300950050354004,standing
1761222047164491000,1.189490966796875,6.951000213623047,2.5260000228881836,-1.3039500713348389,standing
1761222047184504600,1.209504638671875,6.952950477600098,2.5279500484466553,-1.3020000457763672,standing
1761222047204516600,1.2295166015625,6.955050468444824,2.530050039291382,-1.3000500202178955,standing
1761222047224523500,1.2495234375,6.95205020904541,2.527050018310547,-1.3030500411987305,standing
1761222047244530200,1.2695302734375,6.954000473022461,2.5290000438690186,-1.300950050354004,standing
1761222047264537900,1.289537841796875,6.951000213623047,2.5260000228881836,-1.3039500713348389,standing
1761222047284543700,1.309543701171875,6.952950477600098,2.5279500484466553,-1.3020000457763672,standing
1761222047304552000,1.329552001953125,6.955050468444824,2.530050039291382,-1.3000500202178955,standing
1761222047324566500,1.34956640625,6.95205020904541,2.527050018310547,-1.3030500411987305,standing
1761222047344582400,1.36958251953125,6.954000473022461,2.5290000438690186,-1.300950050354004,standing
1761222047364594000,1.389593994140625,6.951000213623047,2.5260000228881836,-1.3039500713348389,standing
1761222047384603600,1.409603759765625,6.952950477600098,2.5279500484466553,-1.3020000457763672,standing
1761222047404610300,1.4296103515625,6.955050468444824,2.530050039291382,-1.3000500202178955,standing
1761222047424620300,1.449620361328125,6.95205020904541,2.527050018310547,-1.3030500411987305,standing
1761222047444636700,1.46963671875,6.954000473022461,2.5290000438690186,-1.300950050354004,standing
1761222047464644900,1.489644775390625,6.951000213623047,2.5260000228881836,-1.3039500713348389,standing
1761222047484648200,1.509648193359375,6.952950477600098,2.5279500484466553,-1.3020000457763672,standing
1761222047504644400,1.529644287109375,6.955050468444824,2.530050039291382,-1.3000500202178955,standing
1761222047524638200,1.54963818359375,6.95205020904541,2.527050018310547,-1.3030500411987305,standing
1761222047544643800,1.569643798828125,6.954000473022461,2.5290000438690186,-1.300950050354004,standing
1761222047564655000,1.589655029296875,6.951000213623047,2.5260000228881836,-1.3039500713348389,standing
1761222047584666000,1.609666015625,6.952950477600098,2.5279500484466553,-1.3020000457763672,standing
1761222047604675000,1.629675048828125,6.955050468444824,2.530050039291382,-1.3000500202178955,standing
1761222047624684800,1.649684814453125,6.95205020904541,2.527050018310547,-1.3030500411987305,standing
1761222047644698400,1.669698486328125,6.954000473022461,2.5290000438690186,-1.300950050354004,standing
1761222047664712000,1.6897119140625,6.951000213623047,2.5260000228881836,-1.3039500713348389,standing
1761222047684726000,1.70972607421875,6.952950477600098,2.5279500484466553,-1.3020000457763672,standing
1761222047704742100,1.7297421875,6.955050468444824,2.530050039291382,-1.3000500202178955,standing
1761222047724754000,1.74975390625,6.95205020904541,2.527050018310547,-1.3030500411987305,standing
1761222047744764700,1.7697646484375,6.954000473022461,2.5290000438690186,-1.300950050354004,standing
1761222047764779000,1.789779052734375,6.951000213623047,2.5260000228881836,-1.3039500713348389,standing
1761222047784790500,1.80979052734375,6.952950477600098,2.5279500484466553,-1.3020000457763672,standing
1761222047804799000,1.829799072265625,6.955050468444824,2.530050039291382,-1.3000500202178955,standing
1761222047824810000,1.84981005859375,6.95205020904541,2.527050018310547,-1.3030500411987305,standing
1761222047844818200,1.869818115234375,6.954000473022461,2.5290000438690186,-1.300950050354004,standing
1761222047864826000,1.889826171875,6.951000213623047,2.5260000228881836,-1.3039500713348389,standing
1761222047884840000,1.90983984375,6.952950477600098,2.509050130844116,0.0,standing
1761222047904852500,1.9298525390625,6.955050468444824,2.491950035095215,0.0010500000789761,standing
1761222047924866300,1.9498662109375,6.95205020904541,2.48895001411438,0.0,standing
1761222047944884700,1.969884765625,6.954000473022461,2.4910500049591064,0.0,standing
1761222047964898000,1.98989794921875,6.951000213623047,2.4880502223968506,-0.0010500000789761,standing
1761222047984905500,2.009905517578125,6.952950477600098,2.451000213623047,0.0,standing
1761222048004917200,2.029917236328125,6.955050468444824,2.4150002002716064,0.0010500000789761,standing
1761222048024930300,2.049930419921875,6.95205020904541,2.4120001792907715,0.0,standing
1761222048044937500,2.0699375,6.954000473022461,2.413950204849243,0.0,standing
1761222048064948500,2.089948486328125,6.951000213623047,2.410950183868408,-0.0010500000789761,standing
1761222048084962000,2.109962158203125,6.952950477600098,2.4130501747131348,0.0,standing
1761222048104973600,2.1299736328125,6.955050468444824,2.4150002002716064,0.0010500000789761,standing
1761222048124986400,2.149986328125,6.95205020904541,2.3740501403808594,0.0,standing
1761222048144999400,2.16999951171875,6.954000473022461,2.3370001316070557,0.0,standing
1761222048165015000,2.19001513671875,6.951000213623047,2.2960500717163086,-0.0010500000789761,standing
1761222048185034200,2.2100341796875,6.952950477600098,2.2789502143859863,0.0,standing
1761222048205047600,2.230047607421875,6.955050468444824,2.281050205230713,0.0010500000789761,standing
1761222048225053700,2.2500537109375,6.95205020904541,2.278050184249878,0.0,standing
1761222048245060400,2.270060302734375,6.954000473022461,2.2800002098083496,0.0,standing
1761222048265071400,2.2900712890625,6.951000213623047,2.277000188827514,-0.0010500000789761,standing
1761222048285084700,2.310084716796875,6.952950477600098,2.260050058364868,0.0,standing
1761222048305096200,2.33009619140625,6.955050468444824,2.2230000495910645,0.0010500000789761,standing
1761222048325104400,2.3501044921875,6.95205020904541,2.1820499897003174,0.0,standing
1761222048345115100,2.370115234375,6.954000473022461,2.164950132369995,0.0,standing
1761222048365130500,2.390130615234375,6.951000213623047,2.16195011138916,-0.0010500000789761,standing
1761222048385147000,2.41014697265625,6.952950477600098,2.1640501022338867,0.0,standing
1761222048405161700,2.43016162109375,6.955050468444824,2.1660001277923584,0.0010500000789761,standing
1761222048425175800,2.45017578125,6.95205020904541,2.163000106811523,0.0,standing
1761222048435184400,2.460184326171875,6.952950477600098,2.1640501022338867,0.0,standing
1761222048445190000,2.47018994140625,6.954000473022461,2.164950132369995,0.0,standing
1761222048465201700,2.49020166015625,6.951000213623047,2.16195011138916,-0.0010500000789761,standing
1761222048485214700,2.510214599609375,6.952950477600098,2.1640501022338867,0.0,standing
1761222048505228800,2.530228759765625,6.955050468444824,2.1660001277923584,0.0010500000789761,standing
1761222048525241300,2.550241455078125,6.95205020904541,2.163000106811523,0.0,standing
1761222048545255400,2.57025537109375,6.954000473022461,2.146050214767456,0.0,standing
1761222048565273900,2.59027392578125,6.951000213623047,2.124000072479248,-0.0010500000789761,standing
1761222048585289200,2.610289306640625,6.952950477600098,2.1060001850128174,0.0,standing
1761222048605299000,2.630298828125,6.955050468444824,2.107950210571289,0.0010500000789761,standing
1761222048625310700,2.650310791015625,6.95205020904541,2.104950189590454,0.0,standing
1761222048645320700,2.67032080078125,6.954000473022461,2.1070501804351807,0.0,standing
1761222048665329400,2.690329345703125,6.951000213623047,2.0659501552581787,-0.0010500000789761,standing
1761222048685343200,2.71034326171875,6.952950477600098,2.0680501461029053,0.0,standing
1761222048705357800,2.73035791015625,6.955050468444824,2.050950050354004,0.0010500000789761,standing
1761222048725371400,2.750371337890625,6.95205020904541,2.047950029373169,0.0,standing
1761222048745381400,2.77038134765625,6.954000473022461,2.0500500202178955,0.0,standing
1761222048765389600,2.7903896484375,6.951000213623047,2.0470499992370605,-0.0010500000789761,standing
1761222048785397800,2.810397705078125,6.952950477600098,2.049000024795532,0.0,standing
1761222048805406000,2.830406005859375,6.955050468444824,2.050950050354004,0.0010500000789761,standing
1761222048825418800,2.850418701171875,6.95205020904541,2.047950029373169,0.0,standing
1761222048845436200,2.870436279296875,6.954000473022461,2.0500500202178955,0.0,standing
1761222048865450000,2.890449951171875,6.951000213623047,2.0470499992370605,-0.0010500000789761,standing
1761222048885461800,2.910461669921875,6.952950477600098,2.049000024795532,0.0,standing
1761222048905476400,2.930476318359375,6.955050468444824,2.050950050354004,0.0010500000789761,standing
1761222048925487900,2.95048779296875,6.95205020904541,2.047950029373169,0.0,standing
1761222048945495800,2.970495849609375,6.954000473022461,2.0500500202178955,0.0,standing
1761222048965502000,2.990501953125,6.951000213623047,2.0280001163482666,-0.0010500000789761,standing
1761222048985511700,3.01051171875,6.952950477600098,2.01104998588562,0.0,standing
1761222049005523200,3.030523193359375,6.955050468444824,2.013000011444092,0.0010500000789761,standing
1761222049025531600,3.05053173828125,6.95205020904541,2.009999990463257,0.0,standing
1761222049045543200,3.070543212890625,6.954000473022461,2.0119500160217285,0.0,standing
1761222049065556700,3.090556640625,6.951000213623047,2.0089499950408936,-0.0010500000789761,standing
1761222049085570300,3.1105703125,6.952950477600098,2.01104998588562,0.0,standing
1761222049105585200,3.130585205078125,6.955050468444824,2.013000011444092,0.0010500000789761,standing
1761222049125595400,3.150595458984375,6.95205020904541,2.009999990463257,0.0,standing
1761222049145605400,3.17060546875,6.954000473022461,2.0119500160217285,0.0,standing
1761222049165614800,3.19061474609375,6.951000213623047,2.0089499950408936,-0.0010500000789761,standing
1761222049185627600,3.210627685546875,6.952950477600098,2.01104998588562,0.0,standing
1761222049205646600,3.230646484375,6.955050468444824,2.013000011444092,0.0010500000789761,standing
1761222049225662000,3.250661865234375,6.95205020904541,2.009999990463257,0.0,standing
1761222049245677300,3.27067724609375,6.954000473022461,2.0119500160217285,0.0,standing
1761222049265690400,3.2906904296875,6.951000213623047,2.0089499950408936,-0.0010500000789761,standing
1761222049285698300,3.3106982421875,6.952950477600098,2.01104998588562,0.0,standing
1761222049305709800,3.330709716796875,6.955050468444824,2.013000011444092,0.0010500000789761,standing
1761222049325724000,3.350723876953125,6.95205020904541,2.009999990463257,0.0,standing
1761222049345737200,3.3707373046875,6.954000473022461,2.0119500160217285,0.0,standing
1761222049365750800,3.390750732421875,6.951000213623047,2.0089499950408936,-0.0010500000789761,standing
1761222049385762300,3.41076220703125,6.952950477600098,2.01104998588562,0.0,standing
1761222049405773300,3.430773193359375,6.955050468444824,2.013000011444092,0.0010500000789761,standing
1761222049425785300,3.450785400390625,6.95205020904541,2.009999990463257,0.0,standing
1761222049445798100,3.470798095703125,6.954000473022461,2.0119500160217285,0.0,standing
1761222049465810200,3.49081005859375,6.951000213623047,2.0089499950408936,-0.0010500000789761,standing
1761222049485826600,3.51082666015625,6.952950477600098,2.01104998588562,0.0,standing
1761222049505840400,3.53084033203125,6.955050468444824,2.013000011444092,0.0010500000789761,standing
1761222049525849300,3.550849365234375,6.95205020904541,2.009999990463257,0.0,standing
1761222049545858800,3.57085888671875,6.954000473022461,2.0119500160217285,0.0,standing
1761222049565869600,3.59086962890625,6.951000213623047,2.0089499950408936,-0.0010500000789761,standing
1761222049585882000,3.610882080078125,6.952950477600098,2.01104998588562,0.0,standing
1761222049605896200,3.630896240234375,6.955050468444824,2.013000011444092,0.0010500000789761,standing
1761222049625912800,3.650912841796875,6.95205020904541,2.009999990463257,0.0,standing
1761222049645926100,3.670926025390625,6.954000473022461,2.0119500160217285,0.0,standing
1761222049665936600,3.6909365234375,6.951000213623047,2.0089499950408936,-0.0010500000789761,standing
1761222049685949000,3.710948974609375,6.952950477600098,2.01104998588562,0.0,standing
1761222049705962800,3.730962646484375,6.955050468444824,2.013000011444092,0.0010500000789761,standing
1761222049725971500,3.750971435546875,6.95205020904541,2.009999990463257,0.0,standing
1761222049745978600,3.770978515625,6.954000473022461,1.9930500984191897,0.0,standing
1761222049765988400,3.79098828125,6.951000213623047,1.9699500799179075,-0.0010500000789761,standing
1761222049786002700,3.811002685546875,6.952950477600098,1.9720500707626345,0.0,standing
1761222049806013200,3.83101318359375,6.955050468444824,1.974000096321106,0.0010500000789761,standing
1761222049826019300,3.851019287109375,6.95205020904541,1.971000075340271,0.0,standing
1761222049846031400,3.87103125,6.954000473022461,1.972950100898743,0.0,standing
1761222049866039800,3.891039794921875,6.951000213623047,1.9699500799179075,-0.0010500000789761,standing
1761222049886043600,3.911043701171875,6.952950477600098,1.9720500707626345,0.0,standing
1761222049906051300,3.93105126953125,6.955050468444824,1.974000096321106,0.0010500000789761,standing
1761222049926061300,3.951061279296875,6.95205020904541,1.971000075340271,0.0,standing
1761222049946073600,3.971073486328125,6.954000473022461,1.972950100898743,0.0,standing
1761222049966081000,3.9910810546875,6.951000213623047,1.9699500799179075,-0.0010500000789761,standing
1761222049986088700,4.011088623046875,6.952950477600098,1.9720500707626345,0.0,standing
1761222050006097700,4.03109765625,6.955050468444824,1.974000096321106,0.0010500000789761,standing
1761222050026105000,4.05110498046875,6.95205020904541,1.971000075340271,0.0,standing
1761222050046115600,4.071115478515625,6.954000473022461,1.972950100898743,0.0,standing
1761222050066128000,4.0911279296875,6.951000213623047,1.9699500799179075,-0.0010500000789761,standing
1761222050086142000,4.111141845703125,6.952950477600098,1.9720500707626345,0.0,standing
1761222050106153000,4.131153076171875,6.955050468444824,1.9549500942230225,0.0010500000789761,standing
1761222050126159600,4.15115966796875,6.95205020904541,1.9519500732421875,0.0,standing
1761222050146164700,4.171164794921875,6.954000473022461,1.954050064086914,0.0,standing
1761222050166174700,4.1911748046875,6.951000213623047,1.951050043106079,-0.0010500000789761,standing
1761222050186186500,4.2111865234375,6.952950477600098,1.9530000686645508,0.0,standing
1761222050206198300,4.2311982421875,6.955050468444824,1.9549500942230225,0.0010500000789761,standing
1761222050226209300,4.251209228515625,6.95205020904541,1.9519500732421875,0.0,standing
1761222050246216200,4.27121630859375,6.954000473022461,1.954050064086914,0.0,standing
1761222050266220800,4.291220703125,6.951000213623047,1.951050043106079,-0.0010500000789761,standing
1761222050286224400,4.311224365234375,6.952950477600098,1.9530000686645508,0.0,standing
1761222050306225700,4.3312255859375,6.955050468444824,1.9549500942230225,0.0010500000789761,standing
1761222050326230500,4.35123046875,6.95205020904541,1.9519500732421875,0.0,standing
1761222050346241000,4.371240966796875,6.954000473022461,1.954050064086914,0.0,standing
1761222050366247000,4.391246826171875,6.951000213623047,1.951050043106079,-0.0010500000789761,standing
1761222050386251300,4.411251220703125,6.952950477600098,1.9530000686645508,0.0,standing
1761222050406258000,4.4312578125,6.955050468444824,1.9549500942230225,0.0010500000789761,standing
1761222050426264800,4.451264892578125,6.95205020904541,1.9519500732421875,0.0,standing
1761222050446276400,4.4712763671875,6.954000473022461,1.954050064086914,0.0,standing
1761222050466290400,4.49129052734375,6.951000213623047,1.951050043106079,-0.0010500000789761,standing
1761222050486296000,4.511296142578125,6.952950477600098,1.9530000686645508,0.0,standing
1761222050506305300,4.53130517578125,6.955050468444824,1.9549500942230225,0.0010500000789761,standing
1761222050526320400,4.5513203125,6.95205020904541,1.9519500732421875,0.0,standing
1761222050546332400,4.57133251953125,6.954000473022461,1.954050064086914,0.0,standing
1761222050566344700,4.5913447265625,6.951000213623047,1.951050043106079,-0.0010500000789761,standing
1761222050586358300,4.611358154296875,6.952950477600098,1.9530000686645508,0.0,standing
1761222050606374400,4.63137451171875,6.955050468444824,1.9549500942230225,0.0010500000789761,standing
1761222050626385400,4.651385498046875,6.95205020904541,1.9519500732421875,0.0,standing
1761222050646394000,4.67139404296875,6.954000473022461,1.954050064086914,0.0,standing
1761222050666405600,4.691405517578125,6.951000213623047,1.951050043106079,-0.0010500000789761,standing
1761222050686412500,4.71141259765625,6.952950477600098,1.9339500665664673,0.0,standing
1761222050706418700,4.731418701171875,6.955050468444824,1.9360500574111936,0.0010500000789761,standing
1761222050726427100,4.75142724609375,6.95205020904541,1.9140000343322752,0.0,standing
1761222050746439200,4.771439208984375,6.954000473022461,1.8780001401901243,0.0,standing
1761222050766452000,4.791451904296875,6.951000213623047,1.8750001192092896,-0.0010500000789761,standing
1761222050786463200,4.811463134765625,6.952950477600098,1.8379501104354856,0.0,standing
1761222050806473000,4.831472900390625,6.955050468444824,1.8400501012802124,0.0010500000789761,standing
1761222050826479600,4.851479736328125,6.95205020904541,1.8370500802993777,0.0,standing
1761222050846486000,4.871486083984375,6.954000473022461,1.8390001058578491,0.0,standing
1761222050866491100,4.8914912109375,6.951000213623047,1.8360000848770144,-0.0010500000789761,standing
1761222050886499300,4.911499267578125,6.952950477600098,1.8379501104354856,0.0,standing
1761222050906507000,4.931507080078125,6.955050468444824,1.8400501012802124,0.0010500000789761,standing
1761222050926511900,4.951511962890625,6.95205020904541,1.8370500802993777,0.0,standing
1761222050946519600,4.97151953125,6.954000473022461,1.8390001058578491,0.0,standing
1761222050966526700,4.991526611328125,6.951000213623047,1.8360000848770144,-0.0010500000789761,standing
1761222050986535700,5.01153564453125,6.952950477600098,1.8379501104354856,0.0,standing
1761222051006546400,5.03154638671875,6.955050468444824,1.8400501012802124,0.0010500000789761,standing
1761222051026554400,5.051554443359375,6.95205020904541,1.8370500802993777,0.0,standing
1761222051046568700,5.071568603515625,6.954000473022461,1.8390001058578491,0.0,standing
1761222051066586400,5.09158642578125,6.951000213623047,1.8169500827789309,-0.0010500000789761,standing
1761222051086603800,5.111603759765625,6.952950477600098,1.8000000715255735,0.0,standing
1761222051106619000,5.131618896484375,6.955050468444824,1.8019500970840456,0.0010500000789761,standing
1761222051126633000,5.151633056640625,6.95205020904541,1.7989500761032104,0.0,standing
1761222051146643200,5.171643310546875,6.954000473022461,1.801050066947937,0.0,standing
1761222051166652200,5.191652099609375,6.951000213623047,1.798050045967102,-0.0010500000789761,standing
1761222051186665200,5.211665283203125,6.952950477600098,1.8000000715255735,0.0,standing
1761222051206678000,5.231677978515625,6.955050468444824,1.8019500970840456,0.0010500000789761,standing
1761222051226685200,5.251685302734375,6.95205020904541,1.7989500761032104,0.0,standing
1761222051246690600,5.271690673828125,6.954000473022461,1.801050066947937,0.0,standing
1761222051266701600,5.29170166015625,6.951000213623047,1.798050045967102,-0.0010500000789761,standing
1761222051286714400,5.31171435546875,6.952950477600098,1.8000000715255735,0.0,standing
1761222051306725400,5.331725341796875,6.955050468444824,1.8019500970840456,0.0010500000789761,standing
1761222051326735000,5.351735107421875,6.95205020904541,1.7989500761032104,0.0,standing
1761222051346745300,5.371745361328125,6.954000473022461,1.801050066947937,0.0,standing
1761222051366753500,5.39175341796875,6.951000213623047,1.798050045967102,-0.0010500000789761,standing
1761222051386762000,5.411761962890625,6.952950477600098,1.8000000715255735,0.0,standing
1761222051406771200,5.431771240234375,6.955050468444824,1.8019500970840456,0.0010500000789761,standing
1761222051426781700,5.45178173828125,6.95205020904541,1.7989500761032104,0.0,standing
1761222051446796300,5.47179638671875,6.954000473022461,1.801050066947937,0.0,standing
1761222051466807300,5.491807373046875,6.951000213623047,1.798050045967102,-0.0010500000789761,standing
1761222051486821400,5.5118212890625,6.952950477600098,1.8000000715255735,0.0,standing
1761222051506841000,5.531841064453125,6.955050468444824,1.8019500970840456,0.0010500000789761,standing
1761222051526850300,5.551850341796875,6.95205020904541,1.7989500761032104,0.0,standing
1761222051546851800,5.571851806640625,6.954000473022461,1.801050066947937,0.0,standing
1761222051566860800,5.59186083984375,6.951000213623047,1.798050045967102,-0.0010500000789761,standing
1761222051586877000,5.611876953125,6.952950477600098,1.8000000715255735,0.0,standing
1761222051606892000,5.63189208984375,6.955050468444824,1.8019500970840456,0.0010500000789761,standing
1761222051626902500,5.651902587890625,6.95205020904541,1.7989500761032104,0.0,standing
1761222051646908400,5.671908447265625,6.954000473022461,1.76295006275177,0.0,standing
1761222051666915300,5.691915283203125,6.951000213623047,1.741050124168396,-0.0010500000789761,standing
1761222051686926300,5.71192626953125,6.952950477600098,1.743000030517578,0.0,standing
1761222051706933800,5.731933837890625,6.955050468444824,1.725000023841858,0.0010500000789761,standing
1761222051726935300,5.751935302734375,6.95205020904541,1.7220001220703125,0.0,standing
1761222051746939600,5.771939697265625,6.954000473022461,1.7239500284194946,0.0,standing
1761222051766947300,5.791947265625,6.951000213623047,1.7209501266479492,-0.0010500000789761,standing
1761222051786960600,5.811960693359375,6.952950477600098,1.7230501174926758,0.0,standing
1761222051806974700,5.831974609375,6.955050468444824,1.725000023841858,0.0010500000789761,standing
1761222051826984700,5.851984619140625,6.95205020904541,1.7220001220703125,0.0,standing
1761222051846996000,5.871995849609375,6.954000473022461,1.7239500284194946,0.0,standing
1761222051867006500,5.89200634765625,6.951000213623047,1.7209501266479492,-0.0010500000789761,standing
1761222051887014700,5.9120146484375,6.952950477600098,1.7230501174926758,0.0,standing
1761222051907025000,5.93202490234375,6.955050468444824,1.725000023841858,0.0010500000789761,standing
1761222051927038200,5.9520380859375,6.95205020904541,1.7220001220703125,0.0,standing
1761222051947050000,5.972050048828125,6.954000473022461,1.7239500284194946,0.0,standing
1761222051967061200,5.992061279296875,6.951000213623047,1.7209501266479492,-0.0010500000789761,standing
1761222051987069400,6.0120693359375,6.952950477600098,1.7230501174926758,0.0,standing
1761222052007082800,6.032082763671875,6.955050468444824,1.7059500217437744,0.0010500000789761,standing
1761222052027100400,6.052100341796875,6.95205020904541,1.702950119972229,0.0,standing
1761222052047107600,6.072107666015625,6.954000473022461,1.7050501108169556,0.0,standing
1761222052067112000,6.09211181640625,6.951000213623047,1.683000087738037,-0.0010500000789761,standing
1761222052087119600,6.11211962890625,6.952950477600098,1.6849501132965088,0.0,standing
1761222052107126500,6.13212646484375,6.955050468444824,1.6870501041412354,0.0010500000789761,standing
1761222052127131400,6.15213134765625,6.95205020904541,1.6840500831604004,0.0,standing
1761222052147136300,6.17213623046875,6.954000473022461,1.686000108718872,0.0,standing
1761222052167143200,6.19214306640625,6.951000213623047,1.683000087738037,-0.0010500000789761,standing
1761222052187153700,6.212153564453125,6.952950477600098,1.6849501132965088,0.0,standing
1761222052207165400,6.23216552734375,6.955050468444824,1.6870501041412354,0.0010500000789761,standing
1761222052227172900,6.2521728515625,6.95205020904541,1.665000081062317,0.0,standing
1761222052247180800,6.272180908203125,6.954000473022461,1.64805006980896,0.0,standing
1761222052267192800,6.29219287109375,6.951000213623047,1.645050048828125,-0.0010500000789761,standing
1761222052287206100,6.3122060546875,6.952950477600098,1.6080000400543213,0.0,standing
1761222052307219200,6.33221923828125,6.955050468444824,1.609950065612793,0.0010500000789761,standing
1761222052327231200,6.352231201171875,6.95205020904541,1.606950044631958,0.0,standing
1761222052347239400,6.372239501953125,6.954000473022461,1.6090500354766846,0.0,standing
1761222052367245600,6.39224560546875,6.951000213623047,1.6060501337051392,-0.0010500000789761,standing
1761222052387259400,6.41225927734375,6.952950477600098,1.6080000400543213,0.0,standing
1761222052407276300,6.4322763671875,6.955050468444824,1.609950065612793,0.0010500000789761,standing
1761222052427289900,6.452289794921875,6.95205020904541,1.606950044631958,0.0,standing
