window_id,activity,start_time,end_time,x_mean,x_std,x_var,x_min,x_max,x_range,x_rms,x_q25,x_q75,x_median,x_iqr,x_skew,x_kurtosis,x_energy,x_zcr,y_mean,y_std,y_var,y_min,y_max,y_range,y_rms,y_q25,y_q75,y_median,y_iqr,y_skew,y_kurtosis,y_energy,y_zcr,z_mean,z_std,z_var,z_min,z_max,z_range,z_rms,z_q25,z_q75,z_median,z_iqr,z_skew,z_kurtosis,z_energy,z_zcr,sma,smv,corr_xy,corr_xz,corr_yz,x_dom_freq,x_spectral_energy,x_spectral_centroid,x_spectral_rolloff,x_low_freq_energy,x_mid_freq_energy,x_high_freq_energy,x_spectral_entropy,y_dom_freq,y_spectral_energy,y_spectral_centroid,y_spectral_rolloff,y_low_freq_energy,y_mid_freq_energy,y_high_freq_energy,y_spectral_entropy,z_dom_freq,z_spectral_energy,z_spectral_centroid,z_spectral_rolloff,z_low_freq_energy,z_mid_freq_energy,z_high_freq_energy,z_spectral_entropy
10,walking,1761222776733198600,1761222778694585000,-0.9635848938346361,0.764137460402722,0.5839060583907215,-2.0500500202178955,0.0010500000789761,2.0511000202968717,1.229797506102947,-1.7634750604629517,0.0,-1.0930500030517578,1.7634750604629517,0.14918347793671333,-1.4684323969592123,149.72778869568577,0.15151515151515152,7.098659414233583,1.2777583137060144,1.6326663082448376,5.227050304412842,9.808950424194336,4.581900119781494,7.212740934452861,5.946975231170654,7.7090253829956055,6.933000564575195,1.7620501518249512,0.8438883576581618,-0.051354802178794845,5150.339546965661,0.0,1.4763318987544438,0.84076772295197,0.7068903639578406,-0.7870500087738037,2.719050168991089,3.5061001777648926,1.6989544547273014,1.072950005531311,1.9914751052856445,1.1860500574111938,0.9185250997543335,-0.5058928919232254,0.10386538256043698,285.75817768453646,0.04040404040404041,9.585961057277716,7.4126443890066325,0.23206644549004599,-0.1770631109743074,-0.18960790520846718,0.0,11956.410791452625,4.140178720043222,19.682355547975327,11655.739031168308,233.94643894154152,66.72532134277665,4.033221998804228,0.0,501881.5546033365,2.0286551750151687,13.626246148598302,501111.80910029064,657.3549415098946,112.39056153596441,2.2965321903839877,0.0,24825.465578803247,3.52354822663337,17.158976631568233,24490.207623986393,290.80119162052466,44.45676319633301,3.7936647644240806
11,walking,1761222777713850400,1761222779675125000,-0.6124727581016193,0.706479623842941,0.49911345890526354,-1.915050148963928,0.0010500000789761,1.9161001490429042,0.9350060632540669,-1.0549499988555908,0.0,-0.0010500000789761,1.0549499988555908,-0.5616594716987715,-1.1925135861136205,86.54939749386494,0.21212121212121213,7.105903365395286,1.1393503287909625,1.2981191717160745,5.227050304412842,9.808950424194336,4.581900119781494,7.196664630928144,6.529050350189209,7.7090253829956055,6.933000564575195,1.1799750328063965,0.8660859824980071,0.30941220627932786,5127.406199195159,0.0,1.3623515788954919,0.707927353682897,0.5011611380924695,-0.0010500000789761,2.740950107574463,2.742000107653439,1.5353054948809075,1.0725000500679016,1.8949500918388367,1.1299500465393066,0.8224500417709351,0.11213478286301225,-0.09039442655510088,233.35913329853935,0.04040404040404041,9.081003459988896,7.33221728864124,0.10770402878215597,-0.33008613003217596,-0.020839025543067283,0.0,6117.1154297276125,5.052049407215673,21.196382897819582,5849.987210235804,197.2359435572891,69.89227593452014,4.372191902768461,0.0,501247.74114955537,2.004909549888046,12.616894582035465,500285.9306016722,866.3929878212886,95.41756006179178,2.3673208251714413,0.0,20641.69620135797,3.7340573807497544,17.66365241484965,20301.725972035332,286.2624233074986,53.70780601513694,3.8435410314219824
12,walking,1761222778694585000,1761222780655819000,-0.8246742763434245,0.7803928494658467,0.6090129994974238,-1.915050148963928,0.0010500000789761,1.9161001490429042,1.1353856884600821,-1.759950041770935,0.0,-0.9580500721931458,1.759950041770935,-0.11182944683740875,-1.687281573841942,127.62096549443751,0.1717171717171717,7.068760968217946,0.8383826655112523,0.7028854938297524,5.571000099182129,9.808050155639648,4.2370500564575195,7.118305073515132,6.531000137329102,7.354050159454346,7.027050495147705,0.8230500221252441,1.113713012687969,1.9076714345875878,5016.356444843495,0.0,1.484136422475179,0.6296380158557856,0.39644403101081055,-0.0010500000789761,2.740950107574463,2.742000107653439,1.6121739830205155,1.1080501079559326,1.8015000820159912,1.170000076293945,0.6934499740600586,0.08534593760937964,0.14926792744810902,257.31139020129507,0.020202020202020204,9.377783788264626,7.334468782091646,-0.05339217037096144,-0.5720233909411819,0.2579476774407869,0.0,9649.49071052455,3.836749369624758,17.66365241484965,9486.939615521034,124.92156590944059,37.629529094076794,3.9811820659174666,0.0,493172.8672990368,1.6901661698086532,10.598191448909791,492571.53521097294,534.0809868185155,67.25110124537821,2.062190201226956,0.0,23529.517196746536,3.543540538943034,17.66365241484965,23313.238055705202,155.23630728547536,61.0428337558625,3.6051152670296553
13,jumping,1761225174188477200,1761225176141010700,-0.007289393287565973,0.7258779060861343,0.5268987345439909,-0.8629500269889832,1.5529500246047974,2.4159000515937805,0.7259145058465849,-0.8325000405311584,0.8400000333786011,0.0,1.6725000739097595,0.2837511262405629,-1.052887811652698,52.16823511005066,0.15151515151515152,6.621842731129039,1.6735888816361517,2.800899744736145,2.6620500087738037,10.840950965881348,8.178900957107544,6.830058630827604,6.092025279998779,6.991950511932373,6.95205020904541,0.8999252319335938,-0.06584700681530563,0.9033910509840353,4618.320389153721,0.0,2.5766546539586,1.5480354321513385,2.3964136991959815,-0.0010500000789761,6.955050468444824,6.9561004685238,3.005921307180628,1.7424750328063965,2.530050039291382,2.508000135421753,0.7875750064849854,0.9385571680359137,0.6085715987980085,894.5207275912869,0.020202020202020204,9.77165650674189,7.295856910742083,-0.18486833418427873,-0.3621644545053286,0.15360568284324927,0.5046757832814186,2582.333591497804,6.116173246261344,19.682355547975327,2432.490984043304,116.1108021579252,33.73180529657528,4.5485025794748175,0.0,443483.88778937317,2.120986628309793,11.607543015472627,442302.6241950099,1094.0224967990869,87.24109756427994,2.813369323811274,0.0,76807.28878279614,2.9249251948944943,17.66365241484965,76456.2351975695,228.6538383164787,122.39974691015453,3.4359379122549907
14,jumping,1761225175159707000,1761225177122239500,-0.0407984894465166,1.0253130801973285,1.0512669124237333,-1.821000099182129,3.409950256347656,5.230950355529785,1.0261244706003512,-0.859950065612793,0.0010500000789761,0.0,0.8610000656917691,1.1657674103303972,1.7293351865617321,104.24021148732024,0.16161616161616163,5.71980330072381,4.049155966388904,16.395664040142858,-4.771050453186035,17.77695083618164,22.548001289367676,7.007982151740532,5.381475448608398,6.952950477600098,6.091950416564941,1.5714750289916992,0.014184052790886852,2.371244108801715,4862.069570072272,0.030303030303030304,4.515454751072508,4.146785530294494,17.195830234259788,-3.3730502128601074,18.02400016784668,21.397050380706787,6.1306738490351185,2.509050130844116,6.954525470733643,3.2560501098632812,4.445475339889526,0.8878830629233398,1.3949111951439503,3720.9310224810647,0.06060606060606061,11.847074814253684,8.311668666848178,0.48587863320290203,0.6218595691559485,0.7366733889425842,0.5046757832814186,5167.018956087704,5.400379048112396,20.69170711453816,4897.448109531001,215.60677303771786,53.96407351898501,4.626435096760167,0.0,400968.00336417055,3.1478587007288255,15.140273498442557,397165.92846979207,3387.3592700784006,414.7156243000586,3.8117112541126463,0.0,284101.40812505694,2.259613268787876,9.084164099065536,282960.0911082589,1056.6709214229834,84.64609537506246,3.5615213966683132
15,jumping,1761225176141010700,1761225178103514600,0.14084848680655765,1.1149456705627974,1.2431038483067258,-2.5849502086639404,3.409950256347656,5.994900465011597,1.1238069872279772,-0.0010500000789761,0.7639500498771667,0.0,0.7650000499561429,0.2520492651457203,1.4625505999522836,125.03127230969987,0.25252525252525254,6.149498781772575,6.324930139434957,40.0047412687327,-4.771050453186035,26.75895118713379,31.530001640319824,8.821625504166173,1.5414750576019287,7.364025354385376,6.091050148010254,5.822550296783447,0.9135882728857827,1.2893985856248484,7704.286577039752,0.04040404040404041,4.808985092470215,4.898078697011639,23.991174922119235,-3.3730502128601074,18.02400016784668,21.397050380706787,6.864219732913566,0.9774750471115112,7.737525463104248,2.4150002002716064,6.760050415992737,0.6602010142915683,-0.15494447720512516,4664.633741630279,0.08080808080808081,12.689711250186042,9.005249186367898,0.3033021678453603,0.3772294287293547,0.8134158781602164,3.0280546996885116,6285.787185602604,5.97888814673759,19.682355547975327,4220.24172743897,1995.244201202194,70.30125696144043,4.8923520048204265,0.0,566679.2712589969,2.3618830817083416,7.5701367492212785,557113.7855522858,9514.888870175639,50.59683653530382,3.597199427617325,0.0,344225.09998788923,2.95148937701078,14.13092193187972,339973.13098716317,3893.0968621429397,358.87213858311515,3.8094188995474583
16,jumping,1761225177122239500,1761225179084678100,-0.25900759470808987,1.0001545837597636,1.0003091914156659,-4.483050346374512,2.698050022125244,7.181100368499756,1.0331476784720255,-0.0010500000789761,0.0,0.0,0.0010500000789761,-2.161303891961134,7.171169422560277,105.67201842768146,0.35353535353535354,7.238286716816477,5.429279582246587,29.477076782199674,-1.5150001049041748,26.75895118713379,28.273951292037964,9.048197134072705,5.439975261688232,7.364025354385376,6.225000381469727,1.9240500926971436,1.3192769899057708,2.676342543177692,8105.117266327111,0.010101010101010102,4.993666928270926,4.033797589665088,16.271522994387876,-0.0010500000789761,15.15195083618164,15.153000836260617,6.419363861388032,2.4120001792907715,7.202025413513184,2.7940502166748047,4.790025234222412,0.9433568500822245,-0.06318239111874968,4079.615006104571,0.020202020202020204,12.822840043277752,9.218824383049059,-0.27690314375243397,-0.31216299821861043,0.8251153163027579,0.0,5552.064746321641,6.8527601903121615,20.187031331256744,3167.515658856506,2248.7007214670407,135.8483659980941,5.057428418882736,0.0,657897.9860730446,3.978068551605727,17.66365241484965,645264.3943441664,11149.82591336975,1483.7658155085849,4.054592037830676,0.0,324131.67249945085,3.4804857000887366,16.654300848286812,318436.8372340669,4975.899525730319,718.9357396536618,3.8692816015354534
17,jumping,1761225178103514600,1761225180065873700,-0.04961212582397039,1.0699904048004953,1.1448794663651278,-4.483050346374512,1.879050135612488,6.3621004819869995,1.071139967228327,0.0,0.0010500000789761,0.0,0.0010500000789761,-1.984192585088007,6.556773537464185,113.58674210999627,0.29292929292929293,5.966530586131896,6.443331110828937,41.516515803776066,-6.664950370788574,26.24205207824707,32.907002449035645,8.781571786361681,2.279025077819824,6.855975389480591,6.109050273895264,4.576950311660767,0.8146785431634556,1.288523774978084,7634.484300863324,0.020202020202020204,4.61619568653781,4.362292106065804,19.029592418644032,-2.26200008392334,15.82200050354004,18.08400058746338,6.351287667477699,1.7509500980377197,7.202025413513184,3.2569501399993896,5.451075315475464,0.6638371561646146,-0.18587556204144517,3993.546648470377,0.04040404040404041,12.378835459296225,8.81170201627073,-0.25745005995384407,-0.22340136879636996,0.8504891301324582,2.0187031331256744,5623.518865837921,5.657372161245387,18.67300398141249,4387.261373143427,1157.8516180570437,78.40587463745138,4.724218276963107,0.0,552355.1059508269,2.3774281145920626,7.5701367492212785,544051.1814045307,8220.082915213514,83.84163108279415,3.5527461875479824,0.0,302105.04411001236,2.7434703734211854,11.102867232191208,298221.626764101,3690.8103974836845,192.60694842775226,3.6814648416667852
18,still,1761227772397217800,1761227774348785000,-1.0606061403798988e-05,0.0006589429099811732,4.3420575861445664e-07,-0.0010500000789761,0.0010500000789761,0.0021000001579522,0.0006590282597529166,0.0,0.0,0.0,0.0,0.00742230925106063,-0.461299632204891,4.299750646814282e-05,0.40404040404040403,-1.0606061403798988e-05,0.0006589429099811732,4.3420575861445664e-07,-0.0010500000789761,0.0010500000789761,0.0021000001579522,0.0006590282597529166,0.0,0.0,0.0,0.0,0.00742230925106063,-0.461299632204891,4.299750646814282e-05,0.40404040404040403,9.806991259256998,0.0013899079133817707,1.9318440076812677e-06,9.80505084991455,9.808950424194336,0.0038995742797851562,9.806991357750203,9.805950164794922,9.808050155639648,9.807000160217283,0.0020999908447265625,-0.0035199285152437334,-1.3464945946799327,9521.53086960773,0.0,9.807818532046495,9.806991303543779,1.0,0.880478116270849,0.880478116270849,10.093515665628372,0.002127816400952307,13.38084392450358,21.701058681101,1.2516067769968126e-05,0.0015279591012626775,0.0005873412319196618,4.543163755209788,10.093515665628372,0.002127816400952307,13.38084392450358,21.701058681101,1.2516067769968126e-05,0.0015279591012626775,0.0005873412319196618,4.543163755209788,0.0,942631.5466150717,0.005678793612199017,0.0,942631.5371669333,0.0023918818276682722,0.007056256620012423,0.006061758081976664
19,still,1761227773367982600,1761227775329593000,0.0,0.0006674238626724191,4.454546124645721e-07,-0.0010500000789761,0.0010500000789761,0.0021000001579522,0.0006674238626724191,0.0,0.0,0.0,0.0,0.0,-0.5249999999999999,4.410000663399264e-05,0.3939393939393939,0.0,0.0006674238626724191,4.454546124645721e-07,-0.0010500000789761,0.0010500000789761,0.0021000001579522,0.0006674238626724191,0.0,0.0,0.0,0.0,0.0,-0.5249999999999999,4.410000663399264e-05,0.3939393939393939,9.807000352878763,0.0014076501535896443,1.9814789549009492e-06,9.80505084991455,9.808950424194336,0.0038995742797851562,9.807000453902464,9.805950164794922,9.808050155639648,9.807000160217283,0.0020999908447265625,0.0003771802198494228,-1.3876309570358798,9521.548532381472,0.0,9.807848837791067,9.80700039830087,0.9999999999999999,0.8804503449189085,0.8804503449189085,10.093515665628372,0.002178523617538457,14.646636048151832,22.710410247663837,6.17265783728529e-07,0.0015538966645154374,0.0006240096872392907,4.200123475418687,10.093515665628372,0.002178523617538457,14.646636048151832,22.710410247663837,6.17265783728529e-07,0.0015538966645154374,0.0006240096872392907,4.200123475418687,0.0,942633.2949593714,0.005647524873567276,0.0,942633.2852866728,0.0023491730349417877,0.007323525686033358,0.005653643584454139
